,deposit,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome
7616,no,25,student,single,unknown,no,2503,no,no,cellular,26,feb,100,2,-1,0,unknown
370,yes,39,technician,single,secondary,no,506,yes,no,cellular,7,jul,718,2,-1,0,unknown
3870,yes,42,management,married,tertiary,no,27696,no,no,cellular,11,aug,370,1,91,7,success
4525,yes,39,technician,single,secondary,no,1022,yes,no,unknown,20,may,1410,2,-1,0,unknown
7425,no,31,technician,married,secondary,no,589,yes,yes,unknown,21,may,151,1,-1,0,unknown
581,yes,37,services,married,secondary,no,775,no,yes,cellular,25,jul,1000,1,-1,0,unknown
10910,no,48,technician,married,secondary,no,197,no,yes,cellular,3,feb,47,2,222,3,other
10682,no,25,admin.,single,secondary,no,184,no,yes,telephone,11,jul,437,7,-1,0,unknown
4971,yes,50,admin.,divorced,secondary,no,237,no,yes,telephone,5,nov,169,1,-1,0,unknown
10245,no,53,management,married,tertiary,no,2578,no,no,cellular,19,nov,299,4,107,2,failure
4947,yes,52,retired,divorced,tertiary,no,-309,yes,no,unknown,19,jun,500,2,-1,0,unknown
1205,yes,26,services,single,tertiary,no,1140,yes,no,cellular,6,feb,984,2,-1,0,unknown
546,yes,28,technician,single,tertiary,no,-123,no,yes,cellular,23,jul,690,1,-1,0,unknown
9262,no,49,blue-collar,married,secondary,no,1127,yes,yes,cellular,17,apr,162,2,281,1,failure
421,yes,25,blue-collar,single,secondary,no,1243,no,yes,cellular,10,jul,1341,7,-1,0,unknown
7988,no,55,services,divorced,secondary,no,322,yes,no,cellular,28,jan,342,1,-1,0,unknown
6153,no,36,technician,single,secondary,no,301,yes,yes,cellular,29,jul,367,1,-1,0,unknown
4676,yes,41,services,single,secondary,no,-675,yes,yes,cellular,18,mar,147,4,-1,0,unknown
4503,yes,31,technician,married,tertiary,no,2166,no,no,cellular,13,jul,577,6,182,2,success
9300,no,60,retired,married,secondary,no,2060,no,no,cellular,26,mar,454,1,88,3,other
10707,no,34,services,married,secondary,no,24,yes,no,unknown,28,may,124,1,-1,0,unknown
2331,yes,31,technician,married,unknown,no,14533,no,no,cellular,16,jun,245,2,-1,0,unknown
5764,no,41,admin.,married,secondary,no,1395,yes,yes,cellular,11,may,85,1,308,2,failure
7640,no,55,blue-collar,married,secondary,no,93,no,yes,cellular,28,jan,111,1,-1,0,unknown
7251,no,51,entrepreneur,married,primary,no,726,yes,yes,cellular,15,apr,87,2,-1,0,unknown
7670,no,32,management,single,tertiary,no,11,yes,yes,cellular,5,may,399,1,-1,0,unknown
4074,yes,63,retired,married,secondary,no,1495,no,no,cellular,25,oct,389,1,195,4,other
3271,yes,63,technician,married,secondary,no,973,no,no,cellular,25,feb,318,1,388,1,success
9433,no,29,blue-collar,married,secondary,no,1,yes,no,unknown,6,may,215,1,-1,0,unknown
9007,no,30,admin.,single,secondary,no,585,no,yes,cellular,2,feb,7,6,-1,0,unknown
512,yes,31,blue-collar,divorced,secondary,no,0,yes,yes,cellular,18,jul,913,4,-1,0,unknown
5447,no,50,technician,married,secondary,no,1717,no,no,telephone,7,jul,416,8,-1,0,unknown
8074,no,30,technician,single,secondary,no,298,yes,no,unknown,16,may,164,2,-1,0,unknown
10636,no,47,blue-collar,married,secondary,no,3630,yes,no,unknown,14,may,133,4,-1,0,unknown
5500,no,26,blue-collar,single,primary,no,16,no,yes,cellular,8,jul,249,2,-1,0,unknown
1378,yes,28,admin.,single,secondary,no,1277,no,no,cellular,26,mar,475,1,-1,0,unknown
7008,no,48,management,married,unknown,no,0,yes,no,cellular,8,may,612,1,344,1,other
7439,no,38,admin.,married,secondary,no,215,yes,yes,unknown,6,jun,173,2,-1,0,unknown
10626,no,35,technician,married,tertiary,no,22,no,no,cellular,11,aug,109,1,-1,0,unknown
2119,yes,24,blue-collar,single,secondary,no,167,no,yes,cellular,25,may,288,1,96,2,success
7155,no,39,management,married,tertiary,no,378,yes,yes,unknown,5,may,127,2,-1,0,unknown
103,yes,35,services,married,secondary,no,4170,yes,no,unknown,20,may,1777,1,-1,0,unknown
5349,no,45,admin.,married,secondary,no,1097,yes,yes,cellular,2,feb,174,1,208,1,failure
9091,no,25,management,single,tertiary,no,1602,yes,no,cellular,26,may,154,1,-1,0,unknown
11004,no,55,blue-collar,married,primary,no,-79,no,yes,unknown,27,jun,293,3,-1,0,unknown
9359,no,33,services,married,secondary,no,1082,yes,yes,cellular,19,nov,351,1,-1,0,unknown
9168,no,55,technician,married,unknown,no,1393,yes,yes,telephone,21,nov,55,5,-1,0,unknown
6803,no,30,technician,single,secondary,no,19,yes,no,cellular,18,aug,16,15,-1,0,unknown
975,yes,30,services,single,primary,no,0,yes,yes,cellular,19,nov,686,1,-1,0,unknown
7651,no,38,admin.,married,secondary,no,326,yes,no,cellular,17,apr,69,2,-1,0,unknown
6694,no,37,technician,married,secondary,no,5953,no,no,cellular,5,aug,1113,1,-1,0,unknown
8546,no,34,technician,married,secondary,no,652,yes,yes,cellular,18,jul,50,4,-1,0,unknown
5983,no,53,technician,divorced,secondary,no,751,yes,no,unknown,16,may,343,4,-1,0,unknown
3202,yes,35,self-employed,single,tertiary,no,353,no,no,cellular,11,feb,352,1,183,1,success
9072,no,40,blue-collar,married,primary,no,-322,yes,yes,unknown,6,may,144,1,-1,0,unknown
5246,yes,30,services,divorced,secondary,no,436,yes,no,cellular,17,jun,1720,1,-1,0,unknown
5910,no,49,services,married,secondary,no,1114,no,no,cellular,17,nov,283,1,-1,0,unknown
8214,no,46,blue-collar,married,primary,no,2499,yes,no,unknown,16,may,42,3,-1,0,unknown
10940,no,28,blue-collar,married,secondary,no,-185,yes,yes,unknown,13,may,170,1,-1,0,unknown
5997,no,44,blue-collar,married,primary,no,2,no,yes,telephone,7,jul,46,2,-1,0,unknown
8700,no,55,unemployed,married,primary,no,1212,no,no,cellular,31,aug,241,1,92,1,failure
5264,yes,30,blue-collar,married,secondary,no,5,no,no,cellular,17,apr,840,3,-1,0,unknown
392,yes,45,management,divorced,tertiary,no,854,no,yes,cellular,8,jul,730,1,-1,0,unknown
4931,yes,37,management,single,tertiary,no,72,yes,yes,cellular,20,apr,885,5,150,7,failure
8355,no,78,retired,married,unknown,no,38,no,no,telephone,4,aug,156,1,1,3,other
8165,no,57,management,divorced,tertiary,no,2549,no,no,cellular,17,jul,193,2,-1,0,unknown
6425,no,33,blue-collar,married,tertiary,no,870,no,yes,cellular,8,jul,545,3,-1,0,unknown
6136,no,34,blue-collar,married,unknown,no,391,yes,yes,unknown,23,may,34,2,-1,0,unknown
5295,no,35,self-employed,married,secondary,no,347,no,no,unknown,20,jun,231,1,-1,0,unknown
10411,no,33,admin.,single,secondary,no,1221,yes,no,unknown,23,may,245,1,-1,0,unknown
10594,no,38,admin.,divorced,secondary,no,407,yes,yes,cellular,19,aug,89,1,-1,0,unknown
10538,no,51,management,married,tertiary,yes,0,no,yes,cellular,29,jul,204,6,-1,0,unknown
8202,no,42,admin.,married,primary,no,-466,no,yes,telephone,31,jul,94,15,-1,0,unknown
5521,no,88,retired,married,secondary,no,433,no,no,telephone,15,sep,161,1,274,1,failure
7441,no,30,entrepreneur,single,secondary,no,265,yes,yes,unknown,3,jun,67,10,-1,0,unknown
881,yes,46,technician,divorced,secondary,no,-90,no,yes,telephone,17,oct,270,1,-1,0,unknown
3325,yes,44,management,married,unknown,no,282,no,no,cellular,9,mar,700,2,154,3,success
1036,yes,39,technician,single,secondary,no,18508,no,no,cellular,20,nov,1598,4,-1,0,unknown
6022,no,32,technician,married,primary,no,62,yes,yes,unknown,13,may,120,1,-1,0,unknown
9335,no,49,services,married,unknown,no,463,yes,no,telephone,15,jul,541,2,-1,0,unknown
10762,no,38,blue-collar,married,secondary,no,292,yes,yes,unknown,6,jun,84,2,-1,0,unknown
486,yes,26,services,single,secondary,no,-189,no,yes,cellular,17,jul,538,2,-1,0,unknown
5181,yes,31,blue-collar,married,secondary,no,3311,yes,no,unknown,20,may,719,1,-1,0,unknown
3726,yes,68,retired,married,secondary,no,2469,yes,no,telephone,15,jul,552,2,-1,0,unknown
1761,yes,36,admin.,married,tertiary,no,3221,no,no,cellular,4,may,322,11,-1,0,unknown
7463,no,39,management,married,secondary,no,1585,yes,no,cellular,30,jan,82,2,-1,0,unknown
7033,no,42,technician,married,tertiary,no,-805,no,no,cellular,8,aug,103,6,-1,0,unknown
8400,no,54,management,married,tertiary,no,284,yes,yes,telephone,15,may,65,5,-1,0,unknown
6398,no,35,technician,married,secondary,no,905,no,yes,cellular,21,aug,114,2,-1,0,unknown
5802,no,39,management,married,secondary,no,363,yes,yes,cellular,17,jul,184,1,-1,0,unknown
7343,no,37,blue-collar,married,primary,no,89,no,yes,telephone,8,jul,336,4,-1,0,unknown
9124,no,49,blue-collar,married,primary,no,247,no,yes,cellular,22,jul,283,1,-1,0,unknown
10039,no,45,services,married,primary,no,2406,yes,yes,cellular,20,apr,108,2,-1,0,unknown
1728,yes,55,admin.,married,secondary,no,139,no,no,cellular,30,apr,241,1,-1,0,unknown
4038,yes,31,management,married,tertiary,no,4328,no,no,cellular,12,oct,203,4,165,14,success
7432,no,54,retired,divorced,primary,no,52,no,no,unknown,19,jun,184,3,-1,0,unknown
10959,no,39,management,single,tertiary,no,139,no,no,cellular,22,aug,109,2,-1,0,unknown
6103,no,49,housemaid,divorced,primary,no,198,yes,no,unknown,13,may,205,3,-1,0,unknown
7850,no,58,self-employed,married,secondary,no,0,yes,no,unknown,15,may,272,9,-1,0,unknown
9401,no,39,unemployed,married,secondary,no,270,yes,no,unknown,3,jun,116,1,-1,0,unknown
4688,yes,58,services,divorced,secondary,no,462,no,no,cellular,12,aug,332,1,-1,0,unknown
9726,no,39,self-employed,single,tertiary,no,2298,yes,yes,cellular,20,apr,13,2,319,18,other
9784,no,36,technician,married,secondary,no,283,yes,yes,unknown,27,jun,56,2,-1,0,unknown
5874,no,52,admin.,married,secondary,no,423,yes,yes,cellular,20,oct,139,2,96,7,failure
5688,no,47,unknown,married,unknown,no,1880,no,no,unknown,18,jun,64,2,-1,0,unknown
1991,yes,33,services,married,secondary,no,207,yes,no,cellular,14,may,629,4,-1,0,unknown
7337,no,37,management,married,tertiary,no,11265,no,no,unknown,18,jun,417,1,-1,0,unknown
1797,yes,31,blue-collar,single,secondary,no,196,yes,no,cellular,5,may,568,1,341,7,failure
7599,no,29,admin.,single,secondary,no,127,yes,yes,cellular,20,apr,314,1,-1,0,unknown
7743,no,44,admin.,married,secondary,no,1696,no,no,unknown,16,jun,139,3,-1,0,unknown
339,yes,56,management,married,tertiary,no,0,no,yes,unknown,20,jun,422,1,-1,0,unknown
1548,yes,50,unknown,married,primary,no,341,yes,yes,cellular,20,apr,670,4,340,2,success
9129,no,31,technician,single,secondary,no,1170,yes,no,unknown,2,jun,120,2,-1,0,unknown
10154,no,36,admin.,married,secondary,no,0,yes,yes,cellular,11,may,94,1,-1,0,unknown
704,yes,40,technician,divorced,secondary,no,0,no,no,cellular,7,aug,674,2,-1,0,unknown
8186,no,50,blue-collar,married,unknown,no,452,no,no,cellular,20,aug,181,2,-1,0,unknown
6696,no,30,admin.,married,secondary,no,350,no,yes,cellular,9,jul,171,5,-1,0,unknown
2075,yes,45,technician,divorced,secondary,no,-357,yes,yes,cellular,18,may,618,1,355,2,failure
2475,yes,60,retired,married,secondary,no,1853,no,no,cellular,11,aug,408,1,-1,0,unknown
1353,yes,36,entrepreneur,divorced,tertiary,no,3407,no,no,cellular,16,mar,392,4,-1,0,unknown
9796,no,54,blue-collar,divorced,secondary,no,615,no,yes,cellular,20,nov,230,1,-1,0,unknown
410,yes,32,management,married,tertiary,no,794,yes,yes,cellular,9,jul,1014,1,-1,0,unknown
3925,yes,43,admin.,single,secondary,no,1707,yes,no,cellular,6,sep,369,3,504,5,other
9139,no,63,entrepreneur,married,tertiary,no,2707,no,no,telephone,16,nov,57,4,-1,0,unknown
7382,no,30,management,single,tertiary,no,222,no,yes,cellular,4,feb,111,1,204,2,other
9459,no,29,blue-collar,married,secondary,no,508,yes,yes,unknown,19,jun,262,5,-1,0,unknown
9611,no,35,blue-collar,married,primary,yes,-1489,yes,yes,unknown,29,may,177,1,-1,0,unknown
153,yes,44,services,divorced,secondary,no,51,yes,yes,unknown,27,may,3094,2,-1,0,unknown
3436,yes,25,student,single,unknown,no,722,no,no,telephone,21,apr,623,2,-1,0,unknown
9319,no,36,admin.,single,secondary,no,1281,no,no,telephone,24,jul,119,2,-1,0,unknown
2297,yes,22,blue-collar,single,secondary,no,682,no,no,cellular,5,jun,126,2,91,1,success
1231,yes,41,technician,married,secondary,no,1066,no,no,cellular,11,feb,109,3,-1,0,unknown
4171,yes,34,admin.,married,tertiary,no,69,no,yes,cellular,4,aug,120,3,1,6,success
4662,yes,57,retired,married,tertiary,no,0,yes,yes,unknown,28,may,648,1,-1,0,unknown
2469,yes,31,management,married,tertiary,no,10884,no,no,cellular,10,aug,294,3,98,2,success
9121,no,49,blue-collar,married,primary,yes,-354,no,yes,cellular,7,jul,455,1,-1,0,unknown
911,yes,58,management,divorced,tertiary,no,372,no,yes,unknown,29,oct,11,1,-1,0,unknown
9345,no,31,services,married,secondary,no,1167,yes,yes,cellular,20,nov,279,1,-1,0,unknown
18,yes,41,admin.,married,secondary,no,55,yes,no,unknown,8,may,1120,2,-1,0,unknown
4462,yes,29,management,single,secondary,no,3317,no,yes,telephone,4,may,640,7,-1,0,unknown
10099,no,38,management,married,tertiary,no,1187,yes,yes,cellular,2,feb,157,1,-1,0,unknown
3780,yes,54,management,married,tertiary,no,752,no,no,telephone,29,jul,211,5,491,4,other
3728,yes,29,student,single,secondary,no,658,no,no,cellular,15,jul,198,2,244,4,other
5755,no,31,blue-collar,married,secondary,no,1329,yes,yes,unknown,9,may,134,1,-1,0,unknown
8732,no,26,technician,single,secondary,no,2,yes,yes,unknown,15,may,461,1,-1,0,unknown
1428,yes,26,admin.,married,secondary,no,3415,no,no,cellular,8,apr,209,1,-1,0,unknown
5823,no,38,management,married,tertiary,no,5432,yes,yes,cellular,17,apr,707,1,149,2,failure
3900,yes,34,admin.,single,tertiary,no,625,no,yes,unknown,31,aug,34,1,-1,0,unknown
2806,yes,29,self-employed,married,secondary,no,123,no,yes,cellular,22,oct,247,1,184,3,success
651,yes,44,technician,married,primary,no,755,no,yes,cellular,31,jul,829,4,-1,0,unknown
3871,yes,58,management,married,secondary,no,2155,no,yes,cellular,11,aug,248,2,182,7,success
9622,no,40,admin.,married,secondary,no,-253,yes,no,cellular,9,jul,177,1,-1,0,unknown
10238,no,30,services,single,secondary,no,773,yes,yes,unknown,4,jun,29,1,-1,0,unknown
7774,no,40,admin.,single,tertiary,no,1005,yes,no,cellular,21,jul,449,1,-1,0,unknown
5641,no,61,retired,married,primary,no,0,yes,yes,telephone,18,aug,280,13,-1,0,unknown
4355,yes,60,housemaid,married,primary,no,1163,no,no,cellular,30,apr,470,8,-1,0,unknown
7794,no,32,services,single,secondary,no,2459,yes,yes,unknown,23,may,162,1,-1,0,unknown
9577,no,40,technician,single,secondary,no,822,yes,yes,cellular,29,jan,155,2,245,3,failure
452,yes,58,management,married,tertiary,no,3864,yes,no,cellular,15,jul,815,4,-1,0,unknown
8425,no,37,services,married,secondary,no,393,yes,yes,cellular,13,may,95,1,357,1,failure
11080,no,25,services,single,secondary,no,199,no,no,cellular,16,aug,111,2,95,3,other
8043,no,31,technician,single,tertiary,no,23,no,no,cellular,25,aug,121,3,-1,0,unknown
8644,no,46,admin.,married,secondary,no,526,no,yes,cellular,31,jul,251,3,-1,0,unknown
2040,yes,38,self-employed,single,tertiary,no,5774,yes,no,cellular,15,may,406,4,359,5,other
1848,yes,45,services,divorced,secondary,no,608,yes,yes,cellular,7,may,1135,3,323,30,failure
3234,yes,27,management,single,tertiary,no,-69,yes,no,cellular,15,feb,205,3,-1,0,unknown
10107,no,34,entrepreneur,married,secondary,no,223,no,yes,cellular,11,aug,103,6,-1,0,unknown
3335,yes,72,retired,married,secondary,no,951,no,yes,cellular,12,mar,229,3,339,1,failure
2330,yes,33,blue-collar,married,secondary,no,379,yes,yes,cellular,16,jun,263,2,-1,0,unknown
9296,no,54,retired,married,secondary,no,522,no,yes,cellular,14,jul,81,3,-1,0,unknown
6093,no,66,retired,married,secondary,no,3473,no,no,cellular,14,apr,441,2,-1,0,unknown
4184,yes,71,retired,married,tertiary,no,653,no,no,telephone,3,sep,471,1,189,1,success
1667,yes,42,technician,married,unknown,no,1559,no,no,cellular,30,apr,368,1,-1,0,unknown
9211,no,26,management,single,tertiary,no,1177,no,no,cellular,19,oct,116,1,-1,0,unknown
4558,yes,49,management,married,tertiary,no,1311,yes,no,cellular,8,may,813,1,-1,0,unknown
5476,no,34,blue-collar,married,tertiary,no,748,yes,yes,cellular,6,may,161,1,-1,0,unknown
1906,yes,46,technician,married,secondary,no,3,yes,yes,cellular,12,may,614,3,-1,0,unknown
9417,no,54,retired,married,secondary,no,3846,yes,yes,unknown,19,jun,216,2,-1,0,unknown
4620,yes,46,blue-collar,married,primary,no,977,no,yes,telephone,2,feb,436,3,-1,0,unknown
9059,no,42,housemaid,married,primary,no,-209,no,yes,cellular,11,aug,90,2,-1,0,unknown
2822,yes,59,retired,married,primary,no,3648,no,no,telephone,23,oct,257,2,126,3,success
9607,no,26,blue-collar,married,secondary,no,895,yes,no,cellular,4,feb,820,3,-1,0,unknown
2555,yes,55,technician,married,secondary,no,1938,no,yes,cellular,18,aug,193,1,386,3,success
411,yes,33,blue-collar,married,primary,no,-191,yes,yes,cellular,9,jul,1290,4,-1,0,unknown
234,yes,30,self-employed,married,tertiary,no,543,yes,yes,unknown,4,jun,1449,6,-1,0,unknown
631,yes,44,housemaid,married,primary,no,-156,no,yes,cellular,30,jul,1211,2,-1,0,unknown
11160,no,43,technician,married,secondary,no,0,no,yes,cellular,8,may,9,2,172,5,failure
6130,no,28,unemployed,married,secondary,no,863,yes,yes,unknown,27,may,355,1,-1,0,unknown
1517,yes,40,services,divorced,primary,no,471,yes,no,cellular,16,apr,1156,1,345,2,failure
7992,no,31,blue-collar,married,primary,no,0,yes,yes,unknown,12,may,59,4,-1,0,unknown
3391,yes,53,technician,married,tertiary,no,9001,no,no,cellular,5,apr,170,1,-1,0,unknown
5576,no,33,self-employed,married,tertiary,no,263,no,no,cellular,16,nov,79,4,94,3,failure
8149,no,36,blue-collar,single,tertiary,no,1830,no,no,cellular,14,oct,183,1,91,11,failure
10350,no,29,self-employed,married,tertiary,no,1,no,no,cellular,18,jul,167,3,-1,0,unknown
8005,no,45,management,single,tertiary,no,997,no,yes,cellular,19,nov,152,1,-1,0,unknown
8309,no,39,technician,married,secondary,no,8,no,yes,cellular,17,nov,333,2,96,2,failure
444,yes,50,technician,married,secondary,no,156,no,yes,cellular,14,jul,1130,3,-1,0,unknown
2389,yes,37,management,married,tertiary,no,3737,no,no,cellular,7,jul,224,1,-1,0,unknown
9907,no,25,management,single,tertiary,no,490,no,no,cellular,7,sep,394,1,-1,0,unknown
464,yes,34,blue-collar,single,secondary,no,855,yes,no,cellular,16,jul,578,1,-1,0,unknown
5394,no,50,technician,married,primary,no,570,no,no,unknown,20,jun,21,3,-1,0,unknown
1403,yes,26,blue-collar,single,secondary,no,5005,no,yes,cellular,3,apr,117,1,-1,0,unknown
6680,no,35,admin.,married,secondary,no,786,no,yes,cellular,25,jul,322,1,-1,0,unknown
10810,no,59,retired,married,unknown,no,178,yes,no,telephone,11,jul,330,2,-1,0,unknown
5605,no,31,services,married,primary,no,997,yes,no,cellular,3,feb,256,1,190,3,failure
8301,no,32,management,married,tertiary,no,9214,no,yes,unknown,18,oct,71,1,-1,0,unknown
8349,no,28,unemployed,married,secondary,no,-42,yes,yes,cellular,31,jul,143,4,-1,0,unknown
4563,yes,56,blue-collar,married,secondary,no,448,yes,yes,cellular,17,may,556,1,181,2,other
996,yes,32,technician,married,tertiary,no,4654,yes,yes,cellular,20,nov,276,1,128,2,failure
5475,no,35,self-employed,married,tertiary,no,1178,yes,yes,cellular,15,apr,220,2,183,5,failure
5870,no,34,services,single,secondary,no,4062,yes,yes,cellular,15,may,29,1,-1,0,unknown
1924,yes,39,blue-collar,married,secondary,no,462,yes,no,cellular,13,may,590,1,-1,0,unknown
8484,no,52,blue-collar,married,primary,no,36,no,no,cellular,13,aug,109,2,-1,0,unknown
3014,yes,79,retired,married,primary,no,3025,no,no,cellular,11,dec,166,3,126,3,other
8195,no,29,management,married,tertiary,no,0,yes,yes,cellular,15,jul,218,1,-1,0,unknown
3227,yes,37,technician,single,tertiary,no,197,no,no,cellular,15,feb,531,1,91,2,success
9996,no,45,entrepreneur,married,primary,no,5315,yes,yes,cellular,15,may,262,2,-1,0,unknown
563,yes,38,entrepreneur,married,secondary,no,593,yes,yes,cellular,24,jul,1484,24,-1,0,unknown
5124,yes,34,blue-collar,married,secondary,no,800,no,no,cellular,5,apr,144,1,-1,0,unknown
10101,no,34,admin.,married,secondary,no,3185,yes,no,unknown,13,may,520,1,-1,0,unknown
804,yes,32,technician,single,secondary,no,0,no,no,cellular,18,aug,594,4,-1,0,unknown
6702,no,54,self-employed,married,primary,no,0,no,yes,telephone,9,jul,130,2,-1,0,unknown
75,yes,36,services,single,unknown,no,281,yes,no,unknown,16,may,515,1,-1,0,unknown
10074,no,44,housemaid,married,primary,yes,-972,yes,yes,unknown,16,may,114,2,-1,0,unknown
7737,no,46,self-employed,married,tertiary,no,137,yes,yes,unknown,5,may,246,1,-1,0,unknown
6411,no,34,unemployed,married,secondary,no,438,yes,yes,cellular,9,apr,272,1,323,1,failure
1767,yes,36,self-employed,married,secondary,no,188,yes,yes,cellular,4,may,1046,3,333,2,success
8058,no,26,blue-collar,married,secondary,no,245,yes,no,unknown,28,may,146,2,-1,0,unknown
4358,yes,35,self-employed,married,secondary,no,188,yes,yes,unknown,5,jun,1865,2,-1,0,unknown
9792,no,34,management,married,tertiary,no,402,no,no,cellular,26,may,147,1,-1,0,unknown
8481,no,46,services,divorced,secondary,no,281,yes,yes,cellular,6,may,267,1,-1,0,unknown
8791,no,31,management,married,tertiary,no,303,yes,no,unknown,14,may,143,1,-1,0,unknown
10831,no,36,admin.,married,secondary,no,0,no,yes,cellular,29,jul,113,8,-1,0,unknown
5234,yes,27,technician,single,secondary,yes,0,no,yes,cellular,8,jul,732,1,-1,0,unknown
10882,no,47,management,married,secondary,no,1144,no,yes,cellular,29,jan,324,1,-1,0,unknown
4570,yes,51,management,married,tertiary,no,346,no,no,cellular,12,nov,134,2,192,3,failure
9870,no,29,services,single,secondary,no,887,no,no,cellular,4,feb,343,1,-1,0,unknown
6998,no,54,technician,single,secondary,no,198,yes,yes,cellular,17,nov,120,1,171,2,failure
1044,yes,39,admin.,single,secondary,no,2263,yes,yes,telephone,21,nov,1158,9,-1,0,unknown
5990,no,48,admin.,single,secondary,no,479,yes,yes,unknown,18,jun,533,3,-1,0,unknown
8701,no,58,management,married,tertiary,no,2183,yes,no,cellular,22,jul,209,1,-1,0,unknown
6901,no,34,technician,single,tertiary,no,2658,yes,no,cellular,31,mar,265,1,230,2,failure
3668,yes,26,blue-collar,single,secondary,no,463,no,yes,cellular,2,jul,248,2,-1,0,unknown
427,yes,54,technician,married,secondary,no,-315,no,yes,cellular,10,jul,2029,1,-1,0,unknown
4294,yes,26,student,single,tertiary,no,294,no,no,cellular,5,mar,87,1,91,2,success
5890,no,43,housemaid,married,primary,no,25,no,no,cellular,12,aug,121,2,-1,0,unknown
1833,yes,59,admin.,single,secondary,no,2166,yes,yes,cellular,7,may,574,1,-1,0,unknown
3549,yes,46,self-employed,married,secondary,no,706,no,no,cellular,21,may,588,1,386,3,failure
11143,no,38,unemployed,divorced,secondary,no,189,yes,yes,cellular,21,jul,105,2,-1,0,unknown
4439,yes,45,management,single,tertiary,no,1411,no,no,cellular,7,sep,800,2,102,3,failure
9449,no,58,retired,married,primary,no,0,no,no,cellular,4,aug,506,1,-1,0,unknown
7195,no,50,blue-collar,married,primary,no,565,yes,yes,cellular,28,aug,36,3,-1,0,unknown
4330,yes,60,blue-collar,married,primary,no,5,no,no,cellular,29,jan,533,1,92,1,success
3970,yes,49,management,married,tertiary,no,1093,yes,yes,cellular,15,sep,316,1,246,4,success
6274,no,27,blue-collar,married,secondary,no,821,yes,yes,unknown,16,sep,23,1,778,41,other
10020,no,35,blue-collar,married,primary,no,526,yes,no,cellular,2,feb,914,2,-1,0,unknown
9645,no,34,student,single,unknown,no,2321,no,no,cellular,9,nov,600,2,99,5,failure
8053,no,56,retired,married,primary,no,63,no,no,cellular,19,aug,122,2,-1,0,unknown
2029,yes,48,blue-collar,married,secondary,no,480,yes,no,cellular,15,may,830,1,352,2,failure
3081,yes,36,admin.,married,unknown,no,991,no,no,cellular,14,jan,589,2,-1,0,unknown
1590,yes,29,self-employed,married,secondary,no,123,no,yes,cellular,21,apr,158,2,181,1,success
5925,no,34,blue-collar,married,secondary,no,2595,yes,yes,cellular,17,apr,126,1,336,2,other
8363,no,36,blue-collar,married,primary,no,871,yes,yes,telephone,18,nov,2,1,-1,0,unknown
8437,no,38,blue-collar,divorced,primary,no,0,no,no,unknown,12,jun,49,2,-1,0,unknown
8955,no,41,technician,married,secondary,no,2152,no,no,cellular,30,sep,134,1,121,1,other
