,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,Default
8864,60000.0,1,1,1,51,0,0,0,3,2,0,35619.0,36688.0,40841.0,39952.0,38081.0,36483.0,1647.0,4800.0,0.0,0.0,1326.0,3500.0,1
23621,210000.0,2,3,1,44,-2,-2,-2,-2,-2,-2,11771.0,13462.0,17706.0,0.0,5646.0,14793.0,13462.0,17706.0,0.0,5646.0,14793.0,7376.0,1
5702,360000.0,1,1,2,32,-1,-1,-1,-1,0,0,27.0,185.0,0.0,617.0,617.0,0.0,185.0,0.0,617.0,0.0,0.0,0.0,0
11698,80000.0,2,3,2,39,-1,-1,-1,-1,-1,-1,4762.0,6712.0,1814.0,4811.0,1379.0,6136.0,6734.0,1817.0,4817.0,1381.0,6137.0,6251.0,0
14995,20000.0,1,2,2,24,-1,-1,-1,-2,-2,-2,2500.0,3068.0,-380.0,-380.0,-380.0,-380.0,3068.0,0.0,0.0,0.0,0.0,0.0,0
21358,160000.0,1,2,1,55,0,0,0,0,0,0,155389.0,152162.0,154715.0,155026.0,79051.0,81089.0,6911.0,6500.0,4270.0,2518.0,2994.0,0.0,0
16488,100000.0,1,2,2,33,0,0,3,2,0,0,35169.0,39581.0,38678.0,37453.0,38013.0,0.0,5328.0,0.0,0.0,760.0,0.0,0.0,0
9582,30000.0,2,3,1,23,2,2,0,0,2,2,15955.0,15410.0,17149.0,18362.0,18919.0,19161.0,0.0,2000.0,1500.0,1000.0,700.0,0.0,1
6629,30000.0,2,3,1,44,2,2,2,2,2,2,19608.0,20696.0,20071.0,21432.0,21704.0,21205.0,1700.0,0.0,2000.0,760.0,0.0,2000.0,1
12358,200000.0,2,1,1,41,-1,-1,-1,-1,-1,-1,4533.0,8756.0,3539.0,5529.0,10332.0,6894.0,8756.0,3539.0,5529.0,10332.0,6894.0,3188.0,0
7776,360000.0,2,2,1,46,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
18749,200000.0,2,2,2,26,0,0,0,0,0,0,22737.0,12169.0,14328.0,16222.0,9915.0,11226.0,3000.0,6000.0,3000.0,2003.0,3101.0,530.0,0
26133,170000.0,2,1,1,30,0,0,2,2,0,0,165637.0,173637.0,173490.0,165645.0,165605.0,163432.0,15600.0,7666.0,0.0,7792.0,6248.0,5910.0,1
553,240000.0,2,1,1,42,1,-1,-1,-2,-2,-2,0.0,6370.0,0.0,0.0,0.0,0.0,6370.0,0.0,0.0,0.0,0.0,0.0,0
13022,180000.0,1,2,1,41,-1,-1,-1,-1,-1,-1,859.0,1811.0,1335.0,366.0,1811.0,1828.0,1811.0,1335.0,366.0,1811.0,1828.0,366.0,1
4029,250000.0,2,1,1,40,-1,-1,-1,0,-1,-1,326.0,326.0,652.0,326.0,326.0,326.0,326.0,652.0,0.0,326.0,326.0,326.0,1
26966,60000.0,1,2,1,44,0,0,0,0,0,0,58216.0,60193.0,57815.0,50054.0,27535.0,22962.0,3000.0,2488.0,2000.0,1000.0,2000.0,3000.0,0
20729,280000.0,1,3,1,46,-1,-1,-1,0,0,0,14186.0,2752.0,41673.0,33715.0,16955.0,13500.0,2836.0,41721.0,2090.0,356.0,67.0,8162.0,0
10694,230000.0,1,2,2,28,0,0,0,0,0,0,31875.0,31611.0,32411.0,34162.0,34884.0,35569.0,2000.0,2000.0,4000.0,2000.0,2000.0,1500.0,0
7541,50000.0,1,2,2,22,-1,2,2,2,0,0,19875.0,19273.0,21133.0,19121.0,19663.0,20235.0,0.0,2500.0,0.0,1000.0,1050.0,600.0,1
14261,20000.0,1,3,1,57,-1,-1,-1,-1,0,0,390.0,390.0,390.0,21515.0,2942.0,0.0,390.0,390.0,10728.0,59.0,0.0,0.0,1
5306,500000.0,1,2,1,31,0,0,0,0,0,0,378886.0,382234.0,274586.0,273718.0,168418.0,167635.0,15057.0,11035.0,11035.0,7029.0,8035.0,10388.0,0
26447,340000.0,2,2,1,48,0,0,0,0,0,0,310866.0,320685.0,320614.0,21768.0,22405.0,24545.0,15000.0,7000.0,1500.0,1000.0,2500.0,112500.0,0
16459,80000.0,2,2,1,57,2,2,-2,-2,-2,-2,82150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1861,10000.0,1,2,2,35,1,6,5,4,3,2,8257.0,8001.0,7741.0,7481.0,7075.0,6815.0,0.0,0.0,0.0,0.0,0.0,700.0,1
8762,210000.0,2,3,1,33,0,0,0,0,0,0,127491.0,118800.0,105606.0,94344.0,82676.0,73154.0,6018.0,4900.0,4340.0,2880.0,2650.0,2000.0,0
19887,20000.0,2,1,1,47,0,0,0,2,0,0,13963.0,15227.0,17968.0,17382.0,18094.0,19399.0,1500.0,3000.0,0.0,1000.0,1600.0,0.0,1
19453,160000.0,2,1,1,35,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1404.0,1
9210,120000.0,2,2,1,31,0,0,0,0,2,2,46736.0,75853.0,79570.0,106523.0,108614.0,107519.0,30000.0,5000.0,30000.0,3900.0,4000.0,3800.0,1
19680,120000.0,2,2,1,34,0,-1,-1,-1,-1,-1,8505.0,4086.0,6389.0,4520.0,8708.0,1520.0,4086.0,6389.0,4520.0,8708.0,1520.0,1520.0,0
12796,20000.0,1,3,2,28,1,2,0,0,0,0,5653.0,5419.0,6365.0,6608.0,7001.0,7233.0,0.0,1200.0,350.0,500.0,500.0,300.0,1
921,50000.0,2,1,2,24,0,0,0,2,0,0,27245.0,28300.0,31900.0,31090.0,31837.0,32555.0,1800.0,4400.0,0.0,1400.0,1400.0,1400.0,0
16378,110000.0,2,1,1,42,0,0,0,0,0,0,47021.0,48235.0,49455.0,51132.0,52183.0,53192.0,2000.0,2000.0,2500.0,2500.0,2000.0,3000.0,0
1675,50000.0,1,2,2,49,0,0,0,0,0,0,90231.0,90647.0,92309.0,93880.0,99418.0,101392.0,2852.0,2784.0,2603.0,10000.0,3164.0,2868.0,1
1616,20000.0,1,2,3,35,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
18186,300000.0,1,2,1,35,0,0,0,2,0,0,142378.0,146621.0,153217.0,154879.0,156692.0,154911.0,8000.0,10800.0,6000.0,6000.0,6000.0,6000.0,1
4993,160000.0,2,3,1,58,-1,-1,-1,-1,-1,-1,2034.0,68942.0,40194.0,942.0,942.0,942.0,68942.0,40194.0,942.0,942.0,942.0,942.0,0
27852,50000.0,2,1,2,27,2,0,0,0,2,0,48064.0,47691.0,49140.0,49423.0,48377.0,48158.0,3000.0,2525.0,3900.0,0.0,2000.0,4500.0,1
16437,160000.0,2,3,1,53,0,0,0,0,0,0,95907.0,108036.0,110538.0,130873.0,134524.0,135264.0,15325.0,5731.0,24677.0,5753.0,5325.0,6000.0,0
26472,50000.0,2,3,1,50,0,0,0,0,0,0,36149.0,38078.0,36766.0,30490.0,26934.0,28118.0,3000.0,10000.0,5000.0,1500.0,2000.0,2000.0,1
12497,200000.0,1,1,2,34,0,0,0,2,2,2,156449.0,162377.0,174501.0,155355.0,129942.0,118202.0,10000.0,15000.0,0.0,10000.0,0.0,11000.0,1
7147,140000.0,2,2,1,42,0,-1,-1,0,0,0,3726.0,2826.0,1646.0,4650.0,5764.0,7116.0,2846.0,1646.0,4500.0,3000.0,3000.0,1838.0,0
21723,50000.0,2,2,2,23,0,0,0,0,-1,0,97259.0,50017.0,48560.0,46978.0,19640.0,18937.0,3608.0,2110.0,2558.0,19640.0,683.0,699.0,1
3567,230000.0,1,1,1,39,1,2,2,2,2,0,276758.0,282285.0,269849.0,255954.0,235290.0,203223.0,12000.0,10000.0,8300.0,0.0,8006.0,6270.0,0
28089,80000.0,2,1,1,45,0,0,0,0,0,0,77402.0,78997.0,79821.0,79308.0,52172.0,50266.0,2900.0,3600.0,10002.0,1754.0,1765.0,3795.0,0
12131,70000.0,2,2,2,23,2,0,0,0,2,0,69074.0,70811.0,67397.0,50126.0,47604.0,43429.0,2875.0,2327.0,3533.0,0.0,1367.0,1322.0,1
5894,230000.0,2,1,2,34,-1,2,-1,-1,2,-1,907.0,591.0,119.0,699.0,383.0,32774.0,0.0,1000.0,1000.0,0.0,33500.0,3000.0,1
3522,50000.0,1,1,2,33,0,0,0,0,0,0,17094.0,17779.0,19275.0,18829.0,15913.0,7561.0,2000.0,3000.0,1000.0,1000.0,1000.0,2115.0,0
7632,80000.0,1,3,2,33,0,0,2,2,2,2,30013.0,33514.0,34662.0,35784.0,37065.0,36320.0,4000.0,2000.0,2000.0,2000.0,0.0,3600.0,0
15683,20000.0,1,3,2,28,1,2,0,0,0,2,18953.0,14043.0,13266.0,14340.0,15301.0,14916.0,18.0,1600.0,1600.0,1500.0,0.0,1000.0,0
14977,200000.0,1,1,1,29,-1,-1,-1,-1,-1,-1,9585.0,1686.0,820.0,1889.0,6617.0,3986.0,1735.0,824.0,1889.0,6617.0,3986.0,2460.0,0
29590,130000.0,1,1,1,40,2,2,0,0,0,0,80987.0,79085.0,82799.0,86407.0,88959.0,97487.0,0.0,5000.0,5000.0,4000.0,10000.0,3724.0,1
1765,30000.0,2,1,2,27,0,0,0,0,0,0,23447.0,24563.0,25650.0,26222.0,26800.0,27554.0,1500.0,1500.0,1000.0,1000.0,1200.0,4271.0,1
8523,40000.0,1,2,2,26,3,3,2,2,2,2,5754.0,6407.0,6156.0,7146.0,7384.0,7117.0,900.0,0.0,1100.0,500.0,0.0,708.0,1
6094,80000.0,2,1,2,26,-1,-1,-1,0,-1,-1,666.0,666.0,1332.0,666.0,666.0,416.0,666.0,1332.0,0.0,666.0,416.0,416.0,1
7469,230000.0,2,2,1,35,0,0,0,0,0,0,76050.0,76921.0,65452.0,61129.0,55199.0,55380.0,3000.0,4000.0,3000.0,3000.0,2000.0,3000.0,0
29129,30000.0,2,2,2,52,0,0,0,0,2,0,19629.0,20639.0,22302.0,23208.0,21822.0,16624.0,1340.0,2000.0,1800.0,0.0,641.0,463.0,0
25641,360000.0,2,1,2,36,-1,-1,-1,-1,0,0,4279.0,9398.0,26510.0,50810.0,20800.0,0.0,9398.0,26510.0,51109.0,2080.0,0.0,10080.0,0
11824,20000.0,1,2,2,56,1,2,2,2,0,0,17819.0,18239.0,19094.0,12393.0,13037.0,13817.0,1000.0,1500.0,0.0,1000.0,1000.0,1000.0,0
24906,50000.0,1,2,2,32,5,4,3,2,0,0,46750.0,45734.0,44741.0,43562.0,44039.0,45008.0,0.0,0.0,0.0,1262.0,1358.0,1275.0,0
22216,30000.0,2,1,2,27,0,0,0,0,0,0,30342.0,29337.0,29956.0,29782.0,27290.0,27865.0,1500.0,1485.0,2000.0,1000.0,1014.0,4413.0,1
861,260000.0,1,1,1,41,-2,-2,-1,0,0,0,1086.0,2853.0,38836.0,45087.0,47201.0,46199.0,3552.0,38836.0,20000.0,15000.0,15000.0,10000.0,0
27615,120000.0,2,2,2,27,2,2,2,2,2,2,120649.0,123203.0,119820.0,124755.0,99423.0,101718.0,6000.0,0.0,8500.0,0.0,11345.0,3700.0,1
24014,50000.0,1,2,2,24,0,0,0,0,0,0,12236.0,13324.0,14403.0,15460.0,15804.0,16549.0,1300.0,1300.0,1300.0,600.0,1000.0,602.0,0
8467,140000.0,1,1,1,45,2,2,2,2,2,2,64393.0,65271.0,66606.0,64940.0,73677.0,75316.0,2500.0,3000.0,0.0,10000.0,3000.0,0.0,1
13059,50000.0,1,2,1,57,4,3,2,0,0,0,51187.0,50106.0,48608.0,19600.0,20000.0,0.0,0.0,0.0,392.0,400.0,0.0,0.0,0
13098,460000.0,1,2,2,30,0,0,0,0,0,0,396155.0,367501.0,257836.0,388058.0,324478.0,313547.0,15299.0,7524.0,324097.0,12039.0,12006.0,12272.0,0
3024,100000.0,2,3,1,36,0,0,2,0,0,2,101972.0,115335.0,112016.0,112906.0,120101.0,138819.0,16608.0,0.0,4233.0,9200.0,21000.0,4000.0,1
14583,60000.0,2,3,1,43,2,2,-2,-2,-2,-1,4703.0,0.0,0.0,0.0,0.0,992.0,0.0,0.0,0.0,0.0,992.0,14000.0,1
19072,90000.0,2,2,1,35,0,0,0,0,0,0,21093.0,14418.0,17217.0,16486.0,17390.0,19021.0,1256.0,3445.0,1099.0,1393.0,3045.0,1003.0,0
7784,20000.0,1,2,2,46,-1,-1,-1,0,0,-2,780.0,0.0,1170.0,780.0,0.0,0.0,0.0,1170.0,0.0,0.0,0.0,0.0,1
5385,50000.0,2,2,1,48,-1,-1,2,-1,-1,-1,1079.0,7179.0,6478.0,7527.0,3060.0,1490.0,7651.0,0.0,7535.0,3060.0,1490.0,1095.0,0
7177,500000.0,1,2,1,61,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
14969,180000.0,2,1,2,31,-1,-1,-1,-1,0,0,4582.0,1359.0,316.0,3072.0,2756.0,2440.0,1359.0,316.0,3072.0,0.0,0.0,316.0,1
18546,150000.0,2,2,2,25,0,0,0,0,0,0,38494.0,38667.0,32794.0,30786.0,24250.0,20052.0,1516.0,1693.0,2007.0,1007.0,1000.0,1000.0,0
7043,50000.0,1,1,2,24,0,0,0,0,0,2,42509.0,43565.0,44530.0,40206.0,46538.0,47311.0,2041.0,2006.0,1632.0,7177.0,1701.0,0.0,0
10533,10000.0,2,3,1,52,2,2,2,2,2,2,3475.0,4366.0,4148.0,4579.0,4360.0,4787.0,1100.0,0.0,500.0,0.0,500.0,0.0,0
11625,140000.0,1,2,2,28,2,2,2,2,2,2,12642.0,13740.0,13818.0,13994.0,14222.0,14537.0,1600.0,600.0,700.0,600.0,700.0,600.0,1
15817,180000.0,2,2,1,27,0,0,0,0,0,0,114556.0,116155.0,120264.0,124203.0,125702.0,128734.0,5000.0,6000.0,6000.0,5000.0,5000.0,10000.0,0
16533,320000.0,1,2,2,26,0,0,0,0,0,0,303703.0,308121.0,204879.0,143976.0,143142.0,145070.0,12167.0,8335.0,5113.0,5062.0,5221.0,5184.0,0
7689,110000.0,1,2,1,35,0,0,0,0,0,0,48131.0,73221.0,74341.0,50184.0,51412.0,49448.0,32123.0,3000.0,1800.0,2041.0,2069.0,3000.0,1
25360,260000.0,2,2,2,26,0,0,0,0,0,0,264249.0,264434.0,263847.0,262723.0,222464.0,222837.0,9800.0,9800.0,9413.0,7114.0,7532.0,8427.0,0
29044,150000.0,2,2,1,50,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5298,200000.0,2,2,1,29,0,0,0,0,0,0,61518.0,66541.0,53862.0,37056.0,19790.0,20842.0,25138.0,2569.0,793.0,49.0,15085.0,44701.0,0
13330,20000.0,2,2,1,46,0,0,0,0,0,3,16294.0,17327.0,18335.0,18935.0,20624.0,20702.0,1600.0,1600.0,1200.0,2600.0,700.0,0.0,1
13188,300000.0,1,2,1,36,1,2,2,2,2,2,54977.0,56189.0,56663.0,57428.0,58455.0,57556.0,2500.0,1800.0,2100.0,1900.0,0.0,3500.0,1
333,400000.0,2,2,1,43,1,-2,-2,-2,-1,-1,0.0,0.0,0.0,0.0,1600.0,78388.0,0.0,0.0,0.0,1600.0,78388.0,0.0,0
17508,240000.0,2,1,1,37,0,0,0,0,0,0,173677.0,176304.0,355496.0,176402.0,174440.0,172806.0,8000.0,9500.0,12448.0,6155.0,6453.0,6390.0,1
20922,360000.0,1,2,1,46,-2,-2,-2,-2,-2,-2,8746.0,3093.0,1935.0,1205.0,1320.0,1068.0,3108.0,1952.0,1219.0,1326.0,1073.0,191.0,1
15468,360000.0,1,1,1,37,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
7604,200000.0,2,2,1,46,-1,-1,-1,0,0,0,722.0,9086.0,9213.0,7360.0,11560.0,21808.0,9086.0,9219.0,147.0,4200.0,11808.0,4067.0,0
3990,240000.0,1,1,1,47,1,2,2,2,2,2,138103.0,134976.0,137251.0,144457.0,147604.0,145071.0,500.0,6000.0,11000.0,5600.0,0.0,11077.0,1
26644,30000.0,1,2,2,24,-1,-1,-1,-1,-1,-1,1473.0,390.0,390.0,390.0,0.0,780.0,390.0,390.0,390.0,0.0,780.0,0.0,1
16190,10000.0,2,2,2,36,1,2,0,0,0,0,7081.0,6819.0,7996.0,9004.0,9180.0,9371.0,0.0,1290.0,1298.0,474.0,487.0,500.0,1
22259,100000.0,2,2,1,31,0,0,0,-2,-1,-1,95160.0,94327.0,0.0,0.0,2743.0,1782.0,2000.0,0.0,0.0,2743.0,1782.0,0.0,0
17496,80000.0,2,2,1,28,2,0,0,0,0,0,52062.0,49884.0,22348.0,22063.0,8723.0,7254.0,2158.0,1708.0,1411.0,4.0,21.0,220.0,1
7497,150000.0,2,1,2,33,-1,0,0,-2,-2,-2,10544.0,11982.0,-18.0,-18.0,-18.0,-18.0,2000.0,0.0,0.0,0.0,0.0,0.0,0
28590,80000.0,2,3,1,34,0,0,2,2,2,0,43321.0,47586.0,48525.0,49423.0,46132.0,47233.0,5000.0,2000.0,2000.0,0.0,2000.0,2000.0,1
4422,110000.0,2,2,1,34,0,0,0,0,0,0,24147.0,25750.0,27012.0,27762.0,32126.0,37779.0,2000.0,2000.0,1500.0,5000.0,6400.0,0.0,0
23109,130000.0,2,2,2,42,1,2,2,2,2,2,117391.0,119378.0,121993.0,123503.0,124578.0,127434.0,5400.0,6000.0,5000.0,4600.0,5000.0,5100.0,0
38,50000.0,1,1,2,25,1,-1,-1,-2,-2,-2,0.0,780.0,0.0,0.0,0.0,0.0,780.0,0.0,0.0,0.0,0.0,0.0,1
22631,400000.0,2,3,2,34,-2,-2,-2,-2,-2,-2,10150.0,5869.0,5750.0,132866.0,21780.0,41050.0,5869.0,5750.0,132872.0,21780.0,20525.0,74984.0,0
12777,90000.0,2,3,2,50,0,0,0,0,0,0,83939.0,86583.0,87014.0,46293.0,47576.0,46663.0,4000.0,2500.0,2000.0,2000.0,2000.0,2000.0,0
18129,270000.0,1,2,1,40,0,0,0,0,0,0,42598.0,44610.0,46666.0,48685.0,49574.0,50622.0,3036.0,3092.0,3111.0,2000.0,2000.0,2000.0,1
17488,50000.0,2,2,1,43,0,0,0,0,-2,-2,17870.0,9230.0,10000.0,0.0,0.0,0.0,1500.0,1000.0,0.0,0.0,0.0,0.0,1
9654,190000.0,1,1,2,30,-1,-1,-1,-1,-1,-1,25953.0,1590.0,478.0,10035.0,24345.0,1150.0,1698.0,478.0,10035.0,24345.0,1191.0,14512.0,0
19421,210000.0,2,2,1,35,-1,-1,-1,-1,0,-1,188.0,971.0,2871.0,5087.0,1943.0,3392.0,971.0,2871.0,5087.0,0.0,3392.0,4000.0,1
25669,230000.0,2,2,1,27,0,0,0,0,0,0,24739.0,19712.0,18175.0,12109.0,11616.0,10134.0,2000.0,1928.0,1014.0,1000.0,203.0,34096.0,0
28326,460000.0,2,2,2,32,0,0,0,0,0,0,30506.0,26595.0,16712.0,15635.0,6965.0,7107.0,1568.0,1714.0,1000.0,1000.0,142.0,5000.0,0
9054,70000.0,1,1,2,30,0,0,0,0,2,0,68971.0,69872.0,66932.0,69043.0,70252.0,55732.0,2700.0,3100.0,3900.0,2500.0,2500.0,2500.0,1
13079,50000.0,2,1,2,27,1,2,2,0,0,2,42764.0,42459.0,37166.0,31989.0,33587.0,32514.0,732.0,1200.0,1300.0,2651.0,0.0,1400.0,1
5045,270000.0,1,1,2,36,0,0,0,2,0,0,78630.0,68921.0,46512.0,40335.0,37165.0,22156.0,10076.0,4018.0,14.0,2051.0,2000.0,0.0,0
9118,160000.0,1,1,1,49,-1,-1,2,-1,-1,-1,316.0,632.0,316.0,316.0,316.0,316.0,632.0,0.0,316.0,316.0,316.0,316.0,1
9721,70000.0,1,2,2,26,0,0,0,-1,0,0,67864.0,68284.0,67375.0,71270.0,71157.0,71008.0,3517.0,3700.0,71270.0,3000.0,3000.0,3000.0,1
29897,120000.0,1,3,1,47,0,0,0,0,0,0,71777.0,73282.0,75499.0,77739.0,78666.0,80399.0,2700.0,3400.0,3500.0,2815.0,3000.0,3000.0,1
9032,170000.0,2,1,2,25,0,0,0,-2,-2,-2,26359.0,5275.0,0.0,0.0,0.0,0.0,1275.0,0.0,0.0,0.0,0.0,0.0,0
10959,120000.0,2,2,1,28,0,0,0,0,0,0,96833.0,78920.0,74310.0,75710.0,77503.0,73945.0,3000.0,5000.0,3000.0,3000.0,4000.0,1500.0,0
14393,30000.0,1,3,2,42,1,2,0,0,0,0,13347.0,12843.0,13850.0,14125.0,14423.0,14516.0,0.0,1227.0,502.0,522.0,521.0,521.0,1
13195,180000.0,2,2,2,31,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
20686,200000.0,1,2,1,40,2,2,0,0,0,0,208012.0,199367.0,202668.0,111486.0,118951.0,89077.0,0.0,8756.0,5003.0,10053.0,10066.0,10027.0,1
17775,100000.0,2,2,1,58,2,2,2,0,0,0,86654.0,87851.0,85594.0,87095.0,88357.0,77155.0,3500.0,0.0,3300.0,2839.0,3000.0,4000.0,1
11682,120000.0,2,2,2,23,0,0,0,0,0,0,38609.0,41992.0,36607.0,38828.0,38325.0,39222.0,5000.0,4000.0,4017.0,3000.0,3000.0,3000.0,0
19565,80000.0,2,2,1,47,-1,2,2,-1,-1,-1,4166.0,3908.0,0.0,3521.0,0.0,14206.0,0.0,0.0,3521.0,0.0,14206.0,7500.0,0
17146,150000.0,2,2,1,27,-2,-2,-2,-2,-2,-2,5560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
18165,50000.0,1,2,2,42,0,0,0,0,0,0,47282.0,47535.0,46578.0,17029.0,10575.0,9478.0,2500.0,2000.0,2500.0,500.0,500.0,500.0,0
15711,150000.0,1,1,1,35,-2,-2,-2,-2,-2,-2,5819.0,805.0,-48.0,8029.0,2188.0,9157.0,809.0,0.0,8077.0,2199.0,9202.0,2112.0,0
5715,280000.0,2,2,2,35,-2,-2,-2,-2,-2,-2,1616.0,1198.0,494.0,698.0,1233.0,5080.0,1198.0,494.0,698.0,1233.0,5080.0,17095.0,0
9946,30000.0,2,2,2,26,2,2,2,0,0,2,23064.0,25479.0,24705.0,25202.0,26608.0,25926.0,3100.0,0.0,791.0,1699.0,0.0,1000.0,1
21630,280000.0,2,2,2,25,1,2,-1,-1,-1,-1,6714.0,4526.0,3868.0,389.0,389.0,384.0,22.0,4277.0,390.0,390.0,385.0,166196.0,0
20695,50000.0,1,2,2,34,1,2,2,2,0,0,53916.0,55036.0,56075.0,54515.0,52250.0,52433.0,2600.0,2500.0,0.0,2000.0,4000.0,0.0,1
21001,280000.0,1,3,1,40,2,0,0,0,0,0,178220.0,184848.0,188411.0,191291.0,189029.0,192023.0,10000.0,9000.0,8000.0,6738.0,6974.0,7600.0,1
13649,500000.0,1,1,2,29,-1,-1,-1,-1,-1,-1,8898.0,1276.0,24031.0,41305.0,5405.0,32310.0,1283.0,24174.0,41306.0,5455.0,36914.0,12457.0,0
874,20000.0,2,3,1,40,-1,-1,-1,-1,-1,-1,2946.0,0.0,390.0,390.0,390.0,390.0,0.0,390.0,390.0,390.0,390.0,780.0,0
25047,360000.0,1,2,1,58,-1,-1,-1,-1,-2,-1,30155.0,10508.0,7575.0,3026.0,1133.0,3408.0,10541.0,7600.0,3049.0,1138.0,3414.0,24952.0,1
14521,160000.0,1,1,2,33,1,-1,2,0,0,-1,-77.0,1598.0,1097.0,772.0,447.0,797.0,2000.0,0.0,0.0,0.0,1000.0,0.0,1
22609,70000.0,2,2,1,46,0,0,0,0,0,0,65906.0,67271.0,25323.0,25829.0,26589.0,16776.0,3500.0,2000.0,2000.0,1500.0,1000.0,1000.0,0
23217,50000.0,2,3,1,45,0,0,0,0,0,0,48169.0,48163.0,49302.0,16522.0,15175.0,16371.0,2400.0,2500.0,1318.0,700.0,1600.0,600.0,0
9842,30000.0,1,2,2,25,1,2,2,2,2,2,26623.0,27703.0,26753.0,30107.0,30614.0,27190.0,1800.0,0.0,4100.0,900.0,0.0,40925.0,1
12951,80000.0,2,2,2,24,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
27740,50000.0,2,1,2,25,0,0,0,0,0,0,50051.0,46768.0,48124.0,48171.0,19401.0,19412.0,1754.0,2500.0,1781.0,2000.0,695.0,1000.0,0
19331,20000.0,2,3,1,35,0,0,0,-1,-1,-1,17008.0,17922.0,18421.0,7032.0,0.0,1000.0,1501.0,1000.0,7200.0,0.0,1000.0,2017.0,0
18142,300000.0,1,1,2,32,0,0,2,2,-1,0,8077.0,10566.0,11293.0,12000.0,3458.0,56338.0,2800.0,1200.0,1200.0,9427.0,55000.0,2000.0,1
28809,280000.0,2,1,1,36,-1,2,-1,-1,-1,0,832.0,416.0,416.0,416.0,59211.0,416.0,0.0,416.0,416.0,59211.0,0.0,378.0,0
27043,230000.0,1,3,2,29,1,-1,-1,-1,-1,-1,-4.0,1496.0,4872.0,0.0,1241.0,-383.0,1500.0,5000.0,0.0,1241.0,0.0,2000.0,1
15081,120000.0,1,1,1,33,0,0,0,0,0,0,119684.0,121113.0,113997.0,117085.0,117945.0,109855.0,5000.0,4200.0,5000.0,5000.0,4200.0,4100.0,0
24712,20000.0,1,2,1,40,1,2,0,0,0,2,8201.0,8912.0,10110.0,10817.0,11637.0,11307.0,1000.0,1500.0,1180.0,1000.0,0.0,1000.0,1
16346,70000.0,2,1,1,45,1,2,-1,2,-1,-1,6369.0,390.0,3060.0,780.0,2079.0,0.0,0.0,3450.0,0.0,2079.0,0.0,0.0,1
5073,80000.0,2,2,1,41,-2,-2,-2,-2,-2,-2,7274.0,6280.0,21016.0,14422.0,5157.0,6579.0,6280.0,21115.0,14422.0,5157.0,6579.0,11251.0,0
6829,180000.0,1,2,1,53,0,0,0,0,0,0,173481.0,176308.0,179878.0,182005.0,175016.0,178293.0,7900.0,8000.0,7000.0,6565.0,6800.0,6100.0,1
15684,210000.0,1,2,2,29,0,0,0,0,0,0,118905.0,118620.0,78297.0,36137.0,33264.0,29493.0,5000.0,4000.0,2000.0,2000.0,2000.0,2000.0,0
26980,250000.0,1,3,1,42,0,0,-2,-2,-2,-2,41300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
15718,50000.0,1,1,2,35,2,0,0,0,0,0,50481.0,48264.0,19142.0,18188.0,18397.0,18161.0,3183.0,1565.0,7240.0,795.0,1000.0,673.0,1
26202,320000.0,2,2,2,31,-2,-2,-2,-2,-2,-2,3615.0,3707.0,5406.0,3144.0,1644.0,1925.0,3707.0,5406.0,3157.0,1644.0,1925.0,0.0,0
4615,30000.0,1,3,2,23,2,0,0,0,0,0,29144.0,30419.0,30097.0,25887.0,25707.0,0.0,2033.0,1420.0,0.0,92.0,0.0,0.0,1
20870,200000.0,1,1,2,31,1,2,2,3,2,2,182307.0,186128.0,197509.0,193046.0,194368.0,182903.0,8300.0,15900.0,200.0,6100.0,7000.0,0.0,1
7916,400000.0,2,2,2,35,-1,2,-1,-1,-1,2,1908.0,952.0,333.0,4928.0,8235.0,3317.0,0.0,333.0,4928.0,8235.0,0.0,1708.0,0
